source,url,price_text,rooms_text,sqm_text,district,listed_at_text
flatfy,https://flatfy.ua/redirect/4688045525,$ 650,"2 кімнати, 51 / 20 / 20 м², поверх 13 з 25, з ремонтом, монолітно-каркасний, 2018, сьогодні о 17:10, Створено сьогодні о 11:06",51 м²,Солом'янка,
flatfy,https://flatfy.ua/redirect/4688793178,$ 282,"1 кімната, 25 / 15 / 4 м², поверх 1 з 25, з ремонтом, цегляний будинок, 2014, сьогодні о 17:07, Створено сьогодні о 15:36",25 м²,Мостицький масив,
flatfy,https://flatfy.ua/redirect/4688014455,$ 1 100,"1 кімната, 55 / 23 / 10 м², поверх 11 з 19, з ремонтом, монолітно-каркасний, 2017, сьогодні о 18:17, Створено сьогодні о 10:59",55 м²,Нова забудова,
flatfy,https://flatfy.ua/redirect/4689237329,$ 316,"1 кімната, 32 / 16 / 7 м², поверх 8 з 9, з ремонтом, цегляний будинок, 1990, сьогодні о 17:53, Створено сьогодні о 17:44",32 м²,Шулявка,
flatfy,https://flatfy.ua/redirect/4688121326,$ 900,"1 кімната, 65 / 30 / 20 м², поверх 11 з 27, з ремонтом, монолітно-каркасний, 2013, сьогодні о 18:48, Створено сьогодні о 11:40",65 м²,Нижній Печерськ,
flatfy,https://flatfy.ua/redirect/4688279489,$ 1 000,"1 кімната, 45 / 27 / 5 м², поверх 15 з 23, з ремонтом, монолітно-каркасний, 2017, сьогодні о 17:18, Створено сьогодні о 12:30",45 м²,Нова забудова,
flatfy,https://flatfy.ua/redirect/4689709262,$ 600,"1 кімната, 45 / 20 / 20 м², поверх 18 з 26, з ремонтом, блочні, 2022, сьогодні о 20:13, Створено сьогодні о 20:13",45 м²,Подільський,
flatfy,https://flatfy.ua/redirect/4687466135,$ 169,"1 кімната, 31 / 17 / 8 м², поверх 7 з 9, без ремонту, цегляний будинок, 1987, сьогодні о 08:12, Створено сьогодні о 08:12",31 м²,Борщагівка,
flatfy,https://flatfy.ua/redirect/4687390422,$ 181,"1 кімната, 31 / 14 / 7 м², поверх 1 з 9, з ремонтом, утеплена панель, 1986, сьогодні о 07:50, Створено сьогодні о 07:50",31 м²,Харківський,
flatfy,https://flatfy.ua/redirect/4688107026,$ 237,"1 кімната, 23 / 15 / 4 м², поверх 2 з 9, з ремонтом, панельні, 1970, сьогодні о 11:51, Створено сьогодні о 11:32",23 м²,Борщагівка,
flatfy,https://flatfy.ua/redirect/4688345757,$ 304,"2 кімнати, 45 / 29 / 7 м², поверх 3 з 9, з ремонтом, панельні, 1967, сьогодні о 15:10, Створено сьогодні о 12:55",45 м²,Нова Дарниця,
flatfy,https://flatfy.ua/redirect/4688296368,$ 304,"1 кімната, 60 / 21 / 18 м², поверх 16 з 23, з ремонтом, монолітно-каркасний, 2010, сьогодні о 14:02, Створено сьогодні о 12:40",60 м²,Троєщина,
flatfy,https://flatfy.ua/redirect/4687535637,$ 383,"2 кімнати, 55 / 35 / 8 м², поверх 5 з 16, з ремонтом, утеплена панель, 1986, сьогодні о 08:33, Створено сьогодні о 08:33",55 м²,Теремки-1,
flatfy,https://flatfy.ua/redirect/4689813435,$ 496,"1 кімната, 47 / 17 / 17 м², поверх 4 з 12, з ремонтом, монолітно-каркасний, 2008, сьогодні о 20:54, Створено сьогодні о 20:52",47 м²,Олександрівська Слобідка,
flatfy,https://flatfy.ua/redirect/4687861515,$ 518,"2 кімнати, 55 / 19 / 18 м², поверх 9 з 16, з ремонтом, монолітно-каркасний, 2014, сьогодні о 10:10, Створено сьогодні о 10:10",55 м²,Теремки-2,
